SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No,CompanyName,ResponsibleName
1000-03,IN,PSL-6082-2(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61039,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,PST-2047(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61504,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,PST-2047(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61587,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PST-2163A(PST),Instrument(PST),B,SUPPORT SHALL BE CURRECT INSTALL.,PL-61104,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PST-2163B(PST),Instrument(PST),B,SUPPORT SHALL BE CURRECT INSTALL.,PL-61102,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PST-2163C(PST),Instrument(PST),B,SUPPORT SHALL BE CURRECT INSTALL.,PL-61105,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PST-2224A(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-53389,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PST-2224A(PST),Instrument(PST),B,SUPPORT SHALL BE CURRECT INSTALL.,PL-61101,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PST-2224B(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-53392,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PST-2224B(PST),Instrument(PST),B,SUPPORT SHALL BE CURRECT INSTALL.,PL-61103,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PST-2224C(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-53402,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PST-2224C(PST),Instrument(PST),B,SUPPORT SHALL BE CURRECT INSTALL.,PL-61100,نیرو آرا اندیش,پانچ|هولد کیسون
2000-04,IN,PST-2372C(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-59664,نیرو آرا اندیش,پانچ|هولد مدارک
2000-06,IN,PST-2582(NA),CABLE,C,ARRANGEMENT CABLE SHOULD BE DONE.,PL-30452,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,PSV-2365,Instrument(PSV),A,CALIBRATION SHALL BE DONE,PL-60681,نیرو آرا اندیش,پانچ|هولد مدارک
5000-04,IN,PSV-5405-1,Instrument(PSV),A,ALL AITEM FOR PACKAGE SHOULD BE CALIBRATION.,PL-44405,نیرو آرا اندیش,پانچ|هولد مدارک
5000-04,IN,PSV-5405-1,Instrument(PSV),B,HAGING TAG SHOULD BE DONE.,PL-44398,نیرو آرا اندیش,پانچ|هولد مدارک
5000-04,IN,PSV-5405-2,Instrument(PSV),A,ALL AITEM FOR PACKAGE SHOULD BE CALIBRATION.,PL-44410,نیرو آرا اندیش,پانچ|هولد مدارک
5000-04,IN,PSV-5405-2,Instrument(PSV),B,HAGING TAG SHOULD BE DONE.,PL-44403,نیرو آرا اندیش,پانچ|هولد مدارک
5000-04,IN,PSV-5409-1,Instrument(PSV),A,ALL AITEM FOR PACKAGE SHOULD BE CALIBRATION.,PL-44404,نیرو آرا اندیش,پانچ|هولد مدارک
5000-04,IN,PSV-5409-1,Instrument(PSV),B,HAGING TAG SHOULD BE DONE.,PL-44397,نیرو آرا اندیش,پانچ|هولد مدارک
5000-04,IN,PSV-5409-2,Instrument(PSV),B,HAGING TAG SHOULD BE DONE.,PL-44399,نیرو آرا اندیش,پانچ|هولد مدارک
5000-04,IN,PSV-5409-2,Instrument(PSV),A,ALL AITEM FOR PACKAGE SHOULD BE CALIBRATION.,PL-44406,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PSV-7132,Instrument(PSV),A,calibration shall be done & General (all instrument Device Package Shall be Calibrated),PL-29849,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PSV-7136,Instrument(PSV),A,calibration shall be done & General (all instrument Device Package Shall be Calibrated),PL-29954,نیرو آرا اندیش,پانچ|هولد مدارک
4000-08,IN,PSV-80179A,Instrument(PSV),C,HANGING TAG SHALL BE DONE.,PL-28926,نیرو آرا اندیش,پانچ|هولد مدارک
4000-08,IN,PSV-80180A,Instrument(PSV),C,HANGING TAG SHALL BE DONE.,PL-28930,نیرو آرا اندیش,پانچ|هولد مدارک
4000-08,IN,PSV-80181A,Instrument(PSV),C,HANGING TAG SHALL BE DONE.,PL-28934,نیرو آرا اندیش,پانچ|هولد مدارک
4000-08,IN,PSV-80182A,Instrument(PSV),C,HANGING TAG SHALL BE DONE.,PL-28938,نیرو آرا اندیش,پانچ|هولد مدارک
4000-09,IN,PSV-84113A,Instrument(PSV),A,ALL PSV ITEMS ARE NOT INSTALLED(SHORTAGE),PL-51422,نیرو آرا اندیش,پانچ|هولد مدارک
1000-01,IN,PT-1001(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59872,نیرو آرا اندیش,پانچ|هولد مدارک
1000-01,IN,PT-1006(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59874,نیرو آرا اندیش,پانچ|هولد مدارک
1000-02,IN,PT-1011(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-32113,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,PT-2001(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61634,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,PT-2001(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61632,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,PT-2006(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-60598,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,PT-2015(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61560,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,PT-2015(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61530,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PT-2035(PT),Instrument(PT),A,کانکشن تيوب به پکينگ انجام نشده است,PL-56910,نیرو آرا اندیش,پانچ|هولد کیسون
2000-03,IN,PT-2046(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61518,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,PT-2046(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61581,نیرو آرا اندیش,پانچ|هولد مدارک
1000-03,IN,PT-2061(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61790,نیرو آرا اندیش,پانچ|هولد مدارک
1000-03,IN,PT-2073(NA),CABLE,C,S.S tags shall be install.,PL-60964,نیرو آرا اندیش,پانچ|هولد کیسون
1000-03,IN,PT-2073(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60962,نیرو آرا اندیش,پانچ|هولد مدارک
2000-01,IN,PT-2077(NA),CABLE,C,CABLE ARRANG SHALL BE DONE BY S.S TIE.,PL-61722,نیرو آرا اندیش,پانچ|هولد مدارک
2000-01,IN,PT-2099(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60963,نیرو آرا اندیش,پانچ|هولد مدارک
2000-01,IN,PT-2099(NA),CABLE,C,S.S tags shall be install.,PL-60965,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PT-2111(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-44210,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PT-2111(PT),Instrument(PT),B,SUPPORT SHALL BE CURRECT INSTALL.,PL-61106,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PT-2112(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-32114,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PT-2112(PT),Instrument(PT),B,SUPPORT SHALL BE DONE.,PL-61247,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PT-2114(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-53409,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PT-2156(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-32115,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PT-2156(PT),Instrument(PT),B,SUPPORT SHALL BE DONE.,PL-61245,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PT-2282(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59909,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PT-2307(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59914,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PT-2322(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59910,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PT-2322(PT),Instrument(PT),B,SUPPORT SHALL BE CURRECT INSTALL.,PL-61108,نیرو آرا اندیش,پانچ|هولد کیسون
2000-03,IN,PT-2324(PT),Instrument(PT),C,TOUCH UP SHALL BE DONE.,PL-61728,نیرو آرا اندیش,پانچ|هولد کیسون
2000-04,IN,PT-2352(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-25572,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,PT-2361(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-25573,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,PT-2363(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-59663,نیرو آرا اندیش,پانچ|هولد مدارک
2000-05,IN,PT-2406(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-59656,نیرو آرا اندیش,پانچ|هولد مدارک
2000-05,IN,PT-2481(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60966,نیرو آرا اندیش,پانچ|هولد مدارک
2000-05,IN,PT-2481(NA),CABLE,C,S.S tags shall be install.,PL-60971,نیرو آرا اندیش,پانچ|هولد کیسون
2000-05,IN,PT-2493(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-53353,نیرو آرا اندیش,پانچ|هولد مدارک
1000-02,IN,PT-2536(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-57584,نیرو آرا اندیش,پانچ|هولد مدارک
1000-02,IN,PT-2540(NA),CABLE,C,ارنج کابل,PL-49587,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,PT-2607(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61991,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,PT-2607(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61938,نیرو آرا اندیش,پانچ|هولد مدارک
3000-04,IN,PT-2608(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61942,نیرو آرا اندیش,پانچ|هولد مدارک
3000-04,IN,PT-2608(PT),Instrument(PT),A,تکميل آنالايزر ها مطابق INDEX | INCOMPLETE,PL-54853,نیرو آرا اندیش,پانچ|هولد مدارک
3000-04,IN,PT-2608(PT),Instrument(PT),A,نصب تجهيزات باقيمانده ابزار دقيق و تکميل کل تجهيزات مطابق INDEX | INCOMPLETE,PL-54854,نیرو آرا اندیش,پانچ|هولد مدارک
3000-04,IN,PT-2608(PT),Instrument(PT),A,نصب و تکميل ولو هاي کنترلي SAFETY و ON/OFF مطابق INDEX | INCOMPLETE,PL-54855,نیرو آرا اندیش,پانچ|هولد مدارک
3000-04,IN,PT-2608(PT),Instrument(PT),A,تکميل تيوب تجهيزات ابزار دقيق,PL-54856,نیرو آرا اندیش,پانچ|هولد کیسون
3000-04,IN,PT-2608(PT),Instrument(PT),A,تکميل تيوب ولو هاي ابزار دقيق,PL-54857,نیرو آرا اندیش,پانچ|هولد کیسون
3000-04,IN,PT-2608(PT),Instrument(PT),C,تحويل دهي و تکميل تجهيزات وندوري مطابق INDEX | INCOMPLETE,PL-54858,نیرو آرا اندیش,پانچ|هولد مدارک
3000-04,IN,PT-2608(PT),Instrument(PT),C,تکميل مدارک و ازبيلت مدارک و جايگزيني مدارک اصل با کپي,PL-54859,نیرو آرا اندیش,پانچ|هولد مدارک
3000-04,IN,PT-2608(PT),Instrument(PT),A,کاليبره تجهيزات باقي مانده,PL-54860,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,PT-3007(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-62034,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,PT-3007(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-62022,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,PT-3023(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-50514,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,PT-3023(PT),Instrument(PT),B,تگ فلزي اشتباه است,PL-54755,نیرو آرا اندیش,پانچ|هولد مدارک
3000-02,IN,PT-3075(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-51564,نیرو آرا اندیش,پانچ|هولد مدارک
3000-02,IN,PT-3079(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-51560,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,PT-3166(NA),CABLE,B,ارنج,PL-54753,نیرو آرا اندیش,پانچ|هولد مدارک
5000-01,IN,PT-5022(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59938,نیرو آرا اندیش,پانچ|هولد مدارک
5000-01,IN,PT-5139(NA),CABLE,B,As-Built Drawing Shall Be Done.,PL-17240,نیرو آرا اندیش,پانچ|هولد مدارک
5000-04,IN,PT-5398(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59939,نیرو آرا اندیش,پانچ|هولد مدارک
1000-03,IN,PT-6010(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59988,نیرو آرا اندیش,پانچ|هولد مدارک
4000-03,IN,PT-6025(NA),CABLE,A,کابل لوپ نداشته و مستقيما وارد تجهيز شده,PL-54883,نیرو آرا اندیش,پانچ|هولد کیسون
1000-03,IN,PT-6031(NA),CABLE,C,ARRANGEMENT SHOULD BE DONE.,PL-31242,نیرو آرا اندیش,پانچ|هولد مدارک
1000-03,IN,PT-6054(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-58232,نیرو آرا اندیش,پانچ|هولد مدارک
1000-03,IN,PT-6054(PT),Instrument(PT),A,SUPPORT SHALL BE FULL WELD.,PL-61214,نیرو آرا اندیش,پانچ|هولد کیسون
4000-02,IN,PT-7001(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61929,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PT-7021(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61817,نیرو آرا اندیش,پانچ|هولد مدارک
4000-03,IN,PT-7034(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60986,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PT-7051(NA),CABLE,C,ARRANGEMENT CABLE SHOULD BE DONE.,PL-30429,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PT-7055(NA),CABLE,C,CABLE ARRABGEMENT SHOULD BE DONE.,PL-48072,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PT-7056(NA),CABLE,C,ARRANGEMENT SHOULD BE DONE.,PL-43949,نیرو آرا اندیش,پانچ|هولد مدارک
4000-04,IN,PT-7127(NA),CABLE,B,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-59689,نیرو آرا اندیش,پانچ|هولد مدارک
4000-04,IN,PT-7141(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-41372,نیرو آرا اندیش,پانچ|هولد مدارک
4000-08,IN,PT-80106A,Instrument(PT),C,HANGING TAG SHALL BE DONE.,PL-28943,نیرو آرا اندیش,پانچ|هولد مدارک
4000-08,IN,PT-80121A,Instrument(PT),C,HANGING TAG SHALL BE DONE.,PL-28948,نیرو آرا اندیش,پانچ|هولد مدارک
4000-08,IN,PT-80122A,Instrument(PT),C,HANGING TAG SHALL BE DONE.,PL-28953,نیرو آرا اندیش,پانچ|هولد مدارک
1000-01,IN,PV-1006(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59875,نیرو آرا اندیش,پانچ|هولد مدارک
1000-02,IN,PV-1011(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-53394,نیرو آرا اندیش,پانچ|هولد مدارک
1000-01,IN,PV-1045(PV),Instrument(PV),A,DEVICE IS DAMAGE.,PL-59435,نیرو آرا اندیش,پانچ|هولد کیسون
2000-03,IN,PV-2015(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-60597,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,PV-2015(PV),Instrument(PV),A,SUPPORT SHALL BE INSTALL.,PL-61187,نیرو آرا اندیش,پانچ|هولد کیسون
2000-03,IN,PV-2015(PV),Instrument(PV),B,CLAMP SHALL BE INSTALL.,PL-61199,نیرو آرا اندیش,پانچ|هولد کیسون
2000-03,IN,PV-2015(PV),Instrument(PV),C,TOUCH UP SHALL BE DONE.,PL-61175,کیسون,پانچ|هولد کیسون
3000-04,IN,PV-20237,Instrument(PV),B,تگ فلزي,PL-54864,نیرو آرا اندیش,پانچ|هولد مدارک
7000-01,IN,PV-2073(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE. BY S.S TIE.,PL-41903,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,PV-2224,Instrument(PV),B,SUPPORT SHALL BE DONE.,PL-61241,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PV-2224,Instrument(PV),B,CLAMP SHALL BE DONE.,PL-61250,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,PV-2224,Instrument(PV),A,TUBE SHALL BE CURRECTLY INSTALL.,PL-61259,نیرو آرا اندیش,پانچ|هولد کیسون
2000-04,IN,PV-2361(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59919,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,PV-2363(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-60644,نیرو آرا اندیش,پانچ|هولد مدارک
2000-05,IN,PV-2406(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61805,نیرو آرا اندیش,پانچ|هولد مدارک
2000-05,IN,PV-2481(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60970,نیرو آرا اندیش,پانچ|هولد مدارک
2000-05,IN,PV-2481(NA),CABLE,C,S.S tags shall be install.,PL-60975,نیرو آرا اندیش,پانچ|هولد کیسون
1000-02,IN,PV-2536(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-45201,نیرو آرا اندیش,پانچ|هولد مدارک
3000-02,IN,PV-3042(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-51558,نیرو آرا اندیش,پانچ|هولد مدارک
5000-01,IN,PV-5069(PV),Instrument(PV),B,SCALE SHALL BE INSTALL.,PL-49421,نیرو آرا اندیش,پانچ|هولد مدارک
5000-01,IN,PV-5091A(PV),Instrument(PV),A,اگزاست اکچويتور,PL-51214,نیرو آرا اندیش,پانچ|هولد مدارک
5000-01,IN,PV-5091B(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-61000,نیرو آرا اندیش,پانچ|هولد مدارک
5000-01,IN,PV-5091B(PV),Instrument(PV),A,اگزاست اکچويتور,PL-51272,نیرو آرا اندیش,پانچ|هولد مدارک
5000-01,IN,PV-5091B(PV),Instrument(PV),B,FILTER FOR REGULATOR SHOULD BE DONE.,PL-49751,نیرو آرا اندیش,پانچ|هولد مدارک
7000-01,IN,PV-5109(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-41363,نیرو آرا اندیش,پانچ|هولد مدارک
5000-02,IN,PV-5207A(PV),Instrument(PV),A,CALIBRATION SHALL BE DONE.,PL-62257,نیرو آرا اندیش,پانچ|هولد مدارک
5000-02,IN,PV-5207A(PV),Instrument(PV),A,FILTER SHALL BE INSTALL ( REGULATOR ).,PL-62254,نیرو آرا اندیش,پانچ|هولد مدارک
5000-02,IN,PV-5207B(PV),Instrument(PV),A,CALIBRATION SHALL BE DONE.,PL-62256,نیرو آرا اندیش,پانچ|هولد مدارک
5000-02,IN,PV-5207B(PV),Instrument(PV),A,FILTER SHALL BE INSTALL ( REGULATOR ).,PL-62253,نیرو آرا اندیش,پانچ|هولد مدارک
4000-03,IN,PV-6025(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-61006,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PV-7002B(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61640,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PV-7002B(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61654,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PV-7004(NA),CABLE,C,ARRANGEMENT CABLE SHOULD BE DONE.,PL-30430,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PV-7028(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60984,نیرو آرا اندیش,پانچ|هولد مدارک
4000-03,IN,PV-7031C(NA),CABLE,C,CABLE ARRABGEMENT SHOULD BE DONE.,PL-48099,نیرو آرا اندیش,پانچ|هولد مدارک
4000-03,IN,PV-7031D(NA),CABLE,C,CABLE ARRABGEMENT SHOULD BE DONE.,PL-48097,نیرو آرا اندیش,پانچ|هولد مدارک
4000-03,IN,PV-7034(NA),CABLE,A,لوپ کابل نياز به اصلاح دارد کوتاه است,PL-54881,نیرو آرا اندیش,پانچ|هولد کیسون
4000-03,IN,PV-7034(NA),CABLE,C,ARRANGEMENT CABLE SHOULD BE DONE.,PL-30431,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PV-7051B(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60994,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PV-7051B(PV),Instrument(PV),A,LINK & LIVER IS DAMAGE.,PL-49749,نیرو آرا اندیش,پانچ|هولد کیسون
4000-02,IN,PV-7056(NA),CABLE,C,ARRANGEMENT CABLE SHOULD BE DONE.,PL-30432,نیرو آرا اندیش,پانچ|هولد مدارک
4000-04,IN,PV-7101(NA),CABLE,C,CABLE ARRANGEMENT SHOULD BE DONE.,PL-46616,نیرو آرا اندیش,پانچ|هولد مدارک
3000-04,IN,PZI-20237,Instrument(X),B,تگ فلزي,PL-54862,نیرو آرا اندیش,پانچ|هولد مدارک
7000-01,IN,PZSL-2073(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE. BY S.S TIE.,PL-41905,نیرو آرا اندیش,پانچ|هولد مدارک
1000-03,IN,PZT-2073(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-42162,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PZT-7002A(PZT),Instrument(X),A,ولو در موقعيت نصب نشده,PL-56906,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PZT-7002B(NA),CABLE,C,CABLE ARRANGEMENT SHOULD BE DONE.,PL-46618,نیرو آرا اندیش,پانچ|هولد مدارک
4000-02,IN,PZT-7002C(PZT),Instrument(X),A,ولو در موقعيت نصب نشده,PL-56907,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,MES,R-2003,Reactor(R),C,SOME POINT NEED TOUCH UP,PL-61284,کیسون,پانچ|هولد کیسون
2000-02,IN,SE-20101A,Instrument(SE),A,DEVICE IS DAMAGE.,PL-29033,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,SE-20101B,Instrument(SE),A,DEVICE IS DAMAGE.,PL-29037,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,SE-20102A,Instrument(SE),A,DEVICE IS DAMAGE.,PL-29041,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,SE-20102B,Instrument(SE),A,DEVICE IS DAMAGE.,PL-29045,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,SE-20102C,Instrument(SE),A,DEVICE IS DAMAGE.,PL-29049,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,SE-20103,Instrument(SE),A,DEVICE IS DAMAGE.,PL-29053,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,SE-20151A,Instrument(SE),A,DEVICE IS DAMAGE.,PL-29236,نیرو آرا اندیش,پانچ|هولد مدارک
LS-06,EL,SL23-FJB01,Lighting Cable,C,ازبيلت تغييرات مدارک,PL-52252,نیرو آرا اندیش,پانچ|هولد مدارک
LS-11,EL,SL35-FJB01,Lighting Cable,B,CABLE TAG S.S SHALL BE DONE,PL-48366,نیرو آرا اندیش,پانچ|هولد کیسون
4000-02,MES,SL-7001,Silencer(SL),C,SOME POINT NEED TOUCH UP,PL-25810,کیسون,پانچ|هولد کیسون
4000-02,MES,SL-7001,Silencer(SL),C,SOME POINT NEED TOUCH UP,PL-25813,کیسون,پانچ|هولد کیسون
4000-02,MES,SL-7003,Silencer(SL),C,SOME POINT NEED TOUCH UP,PL-25803,کیسون,پانچ|هولد کیسون
LS-03,EL,SS-ELP-01-5-L2-09,Lighting Fixture,A,LIGHTING BATTERI SHALL BE INSTALL AND TERMINATION.PUNCH IS GENERAL FOR LS-03,PL-25408,پیمانکاری هاشمی,پانچ|هولد کیسون
LS-03,EL,SS-ELP-01-5-L2-09,Lighting Fixture,A,PANEL IS NOT INSTALLED.(SHORTAGE)PUNCH IS GENERAL FOR LS-03,PL-25409,پیمانکاری هاشمی,پانچ|هولد مدارک
LS-03,EL,SS-ELP-01-5-L2-09,Lighting Fixture,A,FINAL TEST SHALL BE DONE.PUNCH IS FOR ALL TAGS OF LS-03,PL-25411,پیمانکاری هاشمی,پانچ|هولد کیسون
LS-03,EL,SS-ELP-01-5-L2-09,Lighting Fixture,A,چراغ باتري بکاپ ميبايست جايگزين چراغ هاي معمولي گردد.(مطابق نقشه) PUNCH IS GENERAL FOR LS-03,PL-25412,پیمانکاری هاشمی,پانچ|هولد کیسون
LS-03,EL,SS-ELP-01-5-L2-09,Lighting Fixture,A, عدم نصب تابلو هاي روشنايي اصلي PUNCH IS GENERAL FOR LS-03,PL-25413,نیرو آرا اندیش,پانچ|هولد مدارک
LS-03,EL,SS-ELP-01-5-L2-09,Lighting Fixture,C,تراز کردن کليه چراغ ها PUNCH IS GENERAL FOR LS-03,PL-25414,پیمانکاری هاشمی,پانچ|هولد کیسون
FGS-08,EL,SS-FACP-01,PANEL(EL)(2),B,Tag Panel Shall Be Installed.,PL-24896,نیرو آرا اندیش,پانچ|هولد کیسون
